Nome: IMPERATRIZ
Codigo Estacao: 82564
Latitude: -5.53638888
Longitude: -47.47888888
Altitude: 126.33
Situacao: Operante
Data Inicial: 1991-01-01
Data Final: 2020-12-31
Periodicidade da Medicao: Diaria

Data Medicao;EVAPORACAO DO PICHE, DIARIA(mm);INSOLACAO TOTAL, DIARIO(h);PRECIPITACAO TOTAL, DIARIO(mm);TEMPERATURA MAXIMA, DIARIA(°C);TEMPERATURA MEDIA COMPENSADA, DIARIA(°C);TEMPERATURA MINIMA, DIARIA(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA(%);UMIDADE RELATIVA DO AR, MINIMA DIARIA(%);VENTO, VELOCIDADE MEDIA DIARIA(m/s);
1992-01-07;3;3;0;33,5;27,5;24;72,8;53;1,4;
1992-01-08;3;3,3;0;31,2;26,2;23,8;79,8;66;1,9;
1992-01-09;2;2,3;70;31,6;26,8;22;77,5;60;1,6;
1992-01-10;3;5,9;0;32,3;27,2;23;68,5;52;1,6;
1992-01-11;2;,6;,5;33,1;26,8;23;76,8;60;1,9;
1992-01-12;3,5;6,4;53;32,6;26,7;23,2;76;60;1,4;
1992-01-13;5;1,7;9;32,1;27,2;24;73;57;1,7;
1992-01-14;3;,3;62;26,6;23,4;21,2;95,5;77;1,3;
1992-01-15;4;3,7;0;32,1;27,5;23;71,8;63;,8;
1992-01-16;2,5;0;6,5;31,7;26,4;22,4;81,3;71;1,4;
1992-01-17;1,5;0;0;31,6;25,8;22,6;80,5;63;1,4;
1992-01-18;3;3;31,4;29;25,8;22;83;85;1,1;
1992-01-19;5;4,5;0;32,6;26,7;23,5;75,8;51;1,1;
1992-01-20;4,5;0;2,5;31,3;27,2;24;75,5;69;1,6;
1992-01-21;3;1,2;16,5;34,3;27;23;75,8;67;1,1;
1992-01-22;4;0;9,1;30,7;25,6;24;87;74;,8;
1992-01-23;2;0;22,6;25,6;24,2;23;94,5;91;1,6;
1992-01-24;6;0;3,7;25,3;23,6;22;92,3;83;1,1;
1992-01-25;4;1,7;49,9;29,3;25;22,6;87,3;72;1,1;
1992-01-26;1,5;6,8;1,1;28,5;26,2;23,4;84;76;1,1;
1992-01-27;3;0;,2;32,5;27,1;23;78,8;72;1,1;
1992-01-28;4;,5;9;32,5;26,2;23,8;90,5;72;1,1;
1992-01-29;3;3,9;28;29,6;25,8;23,8;88,8;73;1,9;
1992-01-30;3;0;24;27,7;24;21,4;87,5;81;1,6;
1992-01-31;3;2,6;0;32,1;26,1;22,6;83,3;70;1,9;
1992-02-01;2;4,4;0;31,7;27,3;24;71,8;56;1,6;
1992-02-02;5;2,7;0;31,3;26,6;24;79,3;62;1,9;
1992-02-03;1;8;6,2;33,1;26,8;23,2;75,5;51;1,1;
1992-02-04;4;6,8;0;33,1;27,4;23;70,5;57;1,1;
1992-02-05;3;8,9;0;33,5;27,7;23;72,3;52;2,2;
1992-02-06;6;8,9;0;33,1;28,3;24,4;71,8;59;2,2;
1992-02-07;4;5,6;,6;33,3;28,7;24;67,5;55;2,2;
1992-02-08;3;3,1;18;32,3;26,4;23,6;81,8;60;1,2;
1992-02-09;5;3,3;0;30,5;25,5;23;87,8;67;1,6;
1992-02-10;6;1,2;15,7;28,9;24,8;22,8;92;82;1,4;
1992-02-11;5;1,1;6;29,3;24,2;22;94,3;85;1,6;
1992-02-12;7;,2;33;28,8;23,7;21,2;93;78;1,6;
1992-02-13;5;,1;7,2;24,5;23;22;97;97;1,9;
1992-02-14;1;0;17;30,7;24,8;22;94,5;85;1,9;
1992-02-15;3;3,3;4;32,3;26,5;22,2;80,5;71;1,4;
1992-02-16;5;3,2;,5;30,6;25,8;22;82,8;73;1,6;
1992-02-17;4;8,1;2,7;32,9;26,1;22,5;80,3;53;1,4;
1992-02-18;2;0;0;33,1;27;22,4;71,5;52;1,6;
1992-02-19;4;1,1;60,5;32,7;26,8;23;76,3;61;1,4;
1992-02-20;4;1;22,5;29,3;25;22;85;72;2,2;
1992-02-21;4;6,1;6;32,5;26,6;22,6;76,3;52;1,3;
1992-02-22;4;7,8;0;32,1;27,2;23;71,8;64;1,1;
1992-02-23;3;3,1;,5;30,1;26,1;23;78,5;58;1,6;
1992-02-24;3;8,5;0;33,7;27,6;22,8;69,5;49;2,5;
1992-02-25;5;10,5;0;34;27,9;24;70;49;2,2;
1992-02-26;6;8,5;0;34,7;29,3;24;61,3;48;2,7;
1992-02-27;4;6,1;0;32,5;26,8;23;75,3;57;3;
1992-02-28;4;9,6;0;32,6;27,3;23;74,8;58;1,1;
1992-02-29;6;5,3;0;33,3;27,1;23,5;72,8;52;1,4;
1992-03-01;5;0;0;32,6;26,7;23;70,3;49;,5;
1992-03-02;5;8,7;0;33;27,3;23;72,3;52;1,6;
1992-03-03;3;10,1;0;33,5;27,1;24;76;57;1,4;
1992-03-04;5;6,9;0;33,1;27,2;23;73;50;1,6;
1992-03-05;4;10,6;0;34,5;27,4;22,1;68;45;1,9;
1992-03-06;5;10,4;0;34,8;28,9;22,8;60,5;46;1,1;
1992-03-07;5;7,6;0;34,9;28,4;24;64;42;1,1;
1992-03-08;5;6,6;0;33,9;28,4;24;64,5;48;,8;
1992-03-09;2;5,6;0;32,1;26,4;23;75,8;55;1,6;
1992-03-10;4;7;0;34;28,1;23,8;69,8;51;1,1;
1992-03-11;5;7,6;2,2;33,9;28,3;24;64,8;50;1,1;
1992-03-12;5;8,3;2;33,7;28,3;25;65;48;2,5;
1992-03-13;5;5;1;32,9;27,8;24;69,8;52;1,6;
1992-03-14;5;1;0;34,1;27,5;24;70,3;51;1,1;
1992-03-15;5;3,8;4,5;34,5;27,5;25;74,8;50;1,6;
1992-03-16;4;1,4;0;32,5;27,6;24,4;72,5;53;1,9;
1992-03-17;5;3;18,6;32,7;26,7;23;73;53;1,6;
1992-03-18;5;7,5;18;32,1;26,2;23,6;81,5;63;2,3;
1992-03-19;5;7,6;8,5;28,8;25,1;23,6;89,5;73;2,2;
1992-03-20;3;,4;1,6;32,6;26,6;23,3;79;61;1,1;
1992-03-21;5;,5;0;30,7;27;24;77,3;67;1,3;
1992-03-22;4;2,7;1;30,7;26,1;23,6;81,3;62;1,5;
1992-03-23;3;5,3;3,4;28,7;24,8;23;91,3;75;,8;
1992-03-24;2;0;28;32,1;25,8;23;82,8;61;1,6;
1992-03-25;3;2,1;56;29,3;24,8;23;95,5;89;1,6;
1992-03-26;6;3,9;8;34,1;26,4;22,8;84;72;1,4;
1992-03-27;4;0;18,4;31,3;25,2;22,6;83;58;1;
1992-03-28;4;3,5;68,6;27,1;24,2;22;85,5;69;1,3;
1992-03-29;5;7,6;45,2;30,3;25,6;23;85,5;69;,5;
1992-03-30;6;4,5;0;32,3;27;24;72;60;1,4;
1992-03-31;7;1,7;17,6;30,9;26,4;23,4;73,3;61;1,6;
1992-04-01;2;3,5;0;30,7;25,8;24,2;83,8;70;1,6;
1992-04-02;3;2;13,8;29,9;24,8;23;90,5;75;2,5;
1992-04-03;3;1,6;40,6;30,6;26,5;22,8;78,5;61;1,3;
1992-04-04;2;3,9;0;33,3;27,5;23,2;68,8;57;1,1;
1992-04-05;2;2,6;2,7;32,1;26,6;24,6;74,3;57;1,6;
1992-04-06;3;7,5;,1;30,9;26,4;23,6;80;68;1,4;
1992-04-07;2;4,7;,3;32,2;27;23,7;69,5;55;2,2;
1992-04-08;4;4,7;12,8;31,3;25,9;23,3;82,5;70;1,1;
1992-04-09;4;2,1;1,6;31,1;26,6;24;83,5;78;1,9;
1992-04-10;1;9,3;2,5;32,2;27,1;23,8;79;62;1,6;
1992-04-11;4;8,2;0;33,2;27,7;23,8;69,8;54;1,1;
1992-04-12;3,8;5,7;0;32,5;27,8;25;67,5;53;1,3;
1992-04-13;4;,6;0;33,7;27,3;24;71,8;50;1,6;
1992-04-14;3;9,2;0;34,3;27,7;23,4;70,3;48;1,6;
1992-04-15;2;3,6;0;32,1;26,9;24,4;74,5;53;1,1;
1992-04-16;2;8,6;,4;31,7;26,8;23,4;75,5;58;1,9;
1992-04-17;1;9,4;0;32,5;27,7;24,1;67,8;49;1,9;
1992-04-18;2;9,1;0;33,1;27,9;24,8;66,5;51;,8;
1992-04-19;3;7,9;0;33,7;28;24;69,3;51;2,5;
1992-04-20;3;6;2,1;33,7;27,5;24;71,8;49;1,7;
1992-04-21;2;6;18,5;33,9;27,4;23,4;72,8;53;2,5;
1992-04-22;3;10,4;0;33,9;28,6;24;63,8;50;1,9;
1992-04-23;1;10,5;0;34,7;28,9;24,8;66,8;51;1,3;
1992-04-24;2;10,2;0;33,9;28,3;23,6;63,3;46;1,3;
1992-04-25;4;9,6;0;34,2;28,8;22,2;62,3;48;1,4;
1992-04-26;5;8,6;0;34,5;27,7;22,2;66;44;1,9;
1992-04-27;5;10,3;0;34,9;27;22,2;70,8;43;1,1;
1992-04-28;5;7,4;0;34,9;29,5;24;57,8;42;1,1;
1992-04-29;5;10,2;0;31,1;27,1;23;75;64;,5;
1992-04-30;4;0;0;34,6;29;24,2;64;46;1,7;
1992-05-01;3,7;2,5;0;33,8;28,3;24;70,5;57;1,6;
1992-05-02;2,7;5,4;0;33,7;27,5;23,3;68;52;1,2;
1992-05-03;2;5,2;0;33,1;27,4;23,8;72,5;54;1,9;
1992-05-04;5,4;5,6;0;32,3;26,9;24,2;71,3;51;,6;
1992-05-05;3;7,5;0;32,4;27,3;24,4;68;52;1,3;
1992-05-06;2,6;8,9;0;33,1;27;23,4;69,5;49;1,6;
1992-05-07;3,2;6,6;0;33,1;27,5;23,2;66,5;50;1,1;
1992-05-08;2,5;8,9;0;32,9;27,1;23,2;68,8;52;1,9;
1992-05-09;1;9,4;0;33,1;27;22,2;67;49;1,3;
1992-05-10;3,3;6,8;0;33,2;27,5;23,8;67;50;1,9;
1992-05-11;3,6;8,2;0;32,1;27,1;23,4;67,5;52;1,6;
1992-05-12;3;8,7;2,6;33,2;26,3;21,3;74;50;1,2;
1992-05-13;4,2;10,3;0;33,9;26,4;21,2;72,5;48;,8;
1992-05-14;5,6;9,5;0;33,3;26,6;22;72,3;52;1,4;
1992-05-15;3,8;9,3;0;33,3;27,3;22,4;69,5;52;1,1;
1992-05-16;4;7,8;0;33,4;27,6;23,5;69,8;52;1,3;
1992-05-17;5;7,9;0;34,3;28;23;66;49;1,4;
1992-05-18;5;5,5;0;32,9;27,7;23;71,8;54;1,4;
1992-05-19;null;9,7;0;33,7;27,8;22,8;69,8;49;3;
1992-05-20;5;5,5;0;32,5;27,1;23;76;56;1,3;
1992-05-21;5;5,1;0;32,5;26,9;22,2;77;53;2,5;
1992-05-22;7;10,1;0;33,1;26,5;22;75,5;49;1,1;
1992-05-23;5;2;0;33,5;27,4;21,8;72,3;52;2,2;
1992-05-24;4;8,4;0;34,5;27,9;23;68,3;42;1,9;
1992-05-25;4;6,5;0;34,5;27,1;22,4;75;53;1,9;
1992-05-26;9;10;0;34,1;27,2;21,8;76,8;54;1,4;
1992-05-27;5;10;0;33,7;26,8;21,8;75;55;1,7;
1992-05-28;5;9,3;0;34,4;26,9;21,4;68,8;50;1,6;
1992-05-29;4;10,2;0;33,3;25,8;20,6;74,5;52;,8;
1992-05-30;4;,7;0;34,6;27,6;23;70,8;49;1,4;
1992-05-31;7;9,5;0;33;27,8;24;66,5;51;1,4;
1992-06-01;5;7,1;0;32,9;27,7;23;68;51;2,7;
1992-06-02;7;5;0;32,1;27,2;23,4;79;65;1,4;
1992-06-03;3;9,7;0;33,1;26,7;21,3;75,8;52;1,3;
1992-06-04;3;9,6;0;33,3;28;21,7;68,8;56;1,1;
1992-06-05;4,6;8,4;0;33,6;27,4;22,8;75,5;50;2,2;
1992-06-06;4,4;6,5;0;33,7;27;21,8;72,5;50;1,4;
1992-06-07;5;9,8;0;33,4;27,6;22,2;67,8;52;1,6;
1992-06-08;8;9,8;0;33,5;27,4;21,6;69,3;48;2,2;
1992-06-09;5;8,5;0;33,9;26,9;22;73;48;1,9;
1992-06-10;4;10;0;33,8;27,9;22,2;67,8;51;1,3;
1992-06-11;6;8,2;0;33,9;28,1;23,8;69,5;48;1,3;
1992-06-12;4;8;0;33;27,4;22,3;72,3;62;1,9;
1992-06-13;8;7,2;0;33,7;27,5;22,8;65,3;48;1,6;
1992-06-14;5,2;8,1;0;33,2;27,2;22,2;62,8;53;1,1;
1992-06-15;3,8;10,4;0;33,7;27;22,4;61;50;1,3;
1992-06-16;6,6;9,5;0;33,9;26,3;20;66,8;49;1,4;
1992-06-17;6,8;8,5;0;33,7;27;20;62;50;1,9;
1992-06-18;2,6;8,7;0;33;26,1;20,6;64;51;1,6;
1992-06-19;4;9,4;0;33,1;26,4;20;65,5;56;1,6;
1992-06-20;5;10,3;0;32,7;26,1;20,2;70,8;50;1,4;
1992-06-21;5;10,4;0;32,6;26,8;21;69,5;52;1,6;
1992-06-22;5;8,5;0;33,4;25,9;20,8;67,5;42;1,7;
1992-06-23;5;10,3;0;32,6;26,9;20,2;66;50;1,4;
1992-06-24;4;7,4;0;33,1;27,1;21;64,8;47;2,2;
1992-06-25;5;9,4;0;33,9;27,5;22;63,3;47;1,3;
1992-06-26;5;8,4;0;33,1;27;20,2;63,8;47;1,3;
1992-06-27;5;8,8;0;34,1;27,4;20,4;63;36;1,1;
1992-06-28;5;8,4;0;33,1;27;20,2;66,8;50;,8;
1992-06-29;3,5;8,6;0;33,5;27,3;21,5;70,5;57;1,6;
1992-06-30;6,4;8;0;34,5;27,7;23;66,5;46;,8;
1992-07-01;2,6;10,2;0;34,3;27,4;20,4;67,5;48;1,3;
1992-07-02;9;7,7;0;33,9;26,8;20,6;68,5;57;1,3;
1992-07-03;4,8;5,9;0;33,5;26,7;21;65,8;47;1,9;
1992-07-04;4,5;9,8;14,6;31,9;25,6;19,6;74,3;51;1,4;
1992-07-05;4;8,9;0;32,3;25,7;20;70,3;51;,9;
1992-07-06;null;9,8;0;33,7;26,3;19,8;71,5;49;1,3;
1992-07-07;4,4;8,4;0;32,3;27,3;22;65,5;53;1,6;
1992-07-08;4,6;9,7;0;32,7;26,5;20,4;68,5;49;1,9;
1992-07-09;2;9,1;0;33,1;26,9;20,5;64,8;48;1,3;
1992-07-10;2;8,5;0;34;26,8;19,8;61;39;1,6;
1992-07-11;3,8;1,5;0;33,9;26,6;20;59,8;41;1,1;
1992-07-12;4,7;null;0;33,7;26,6;20,4;64,5;42;1,6;
1992-07-13;4,3;8,3;0;32,5;26,5;20,4;64,8;48;1,3;
1992-07-14;5;10;0;35,1;28,2;22,2;63,5;42;1,9;
1992-07-15;6,2;7,7;0;34,6;26,7;20,5;63;38;1,6;
1992-07-16;2;8;0;34,2;25,9;21,4;73;46;2,2;
1992-07-17;1,7;10;4;34;27,6;22;63;43;,8;
1992-07-18;5,1;10;0;33,5;27;20;66,3;50;1,4;
1992-07-19;7,6;10,5;0;34,5;25,9;19;72;43;1,6;
1992-07-20;8,2;10;0;34,3;27,8;20,4;58;44;2,2;
1992-07-21;4;9,6;0;34,6;27,3;19,8;60;40;1,4;
1992-07-22;5;10,4;0;35,2;27;20,4;55,8;39;1,4;
1992-07-23;5;10,5;0;36,1;27,3;19,4;56;41;1,1;
1992-07-24;5;9,4;0;35,3;27,8;19;59;41;1,4;
1992-07-25;3;9,1;0;34,6;28,6;25;64,3;40;1,9;
1992-07-26;3;8,1;0;34,3;28,1;23,5;59,5;41;1,1;
1992-07-27;4;10,5;0;34,5;27,1;21;60;41;2,2;
1992-07-28;5;9,7;0;35,6;27,5;19,4;60,8;43;1,4;
1992-07-29;5;8,8;0;35,7;28,9;24;58,3;41;1,9;
1992-07-30;3,6;10,4;0;35,6;28,2;23,5;60,3;39;1,1;
1992-07-31;6,4;null;0;35,6;28,7;24,4;61,8;39;1,4;
1992-08-01;1;9,6;0;35,3;28,3;19,4;57;38;1,9;
1992-08-02;,8;9,5;0;36,1;28,5;20,6;59,3;37;,8;
1992-08-03;4,6;7,5;0;34,1;27,8;21,6;66,8;57;1,9;
1992-08-04;4,4;7,2;0;34;27,5;21,8;64,8;46;1,9;
1992-08-05;3,2;10,2;0;34,3;28,1;22;59;52;2,2;
1992-08-06;2;10,3;0;36,1;28,2;20,4;55,8;30;1,9;
1992-08-07;3;10,4;0;34,7;27,6;20,4;59,3;42;1,6;
1992-08-08;2;9,7;0;34,4;28,1;22,4;55,3;42;1,3;
1992-08-09;4,4;10,6;0;34,3;27,9;21,4;55,8;43;1,3;
1992-08-10;4,5;8,3;0;35,7;27,8;20,4;60,5;37;1,3;
1992-08-11;5;9,8;0;36,2;27,8;20;59;31;1,6;
1992-08-12;8,8;8;0;35,5;29,1;25;58;41;1,6;
1992-08-13;7,2;8,9;0;36,1;28,3;22,8;58;34;,5;
1992-08-14;4;5,5;0;35,6;27,4;19,6;70,3;53;2,5;
1992-08-15;7,8;6,9;0;36,6;28,5;23,4;63,3;39;1,6;
1992-08-16;5,2;8,2;0;34,9;28,1;22;62,8;43;1,3;
1992-08-17;8;9,2;0;35,1;27,4;21,4;63,5;41;1,6;
1992-08-18;2;9,2;0;32,7;26,9;21,2;67;51;1,9;
1992-08-19;4;10,1;0;35,1;27,8;21,5;63,5;38;1,4;
1992-08-20;7;10;0;36,9;29,2;21,8;58,3;38;2,5;
1992-08-21;4;9,8;0;36,5;27,8;22;65,5;36;1,4;
1992-08-22;7;9,7;0;36,6;27,9;23,5;68;36;1,6;
1992-08-23;4;9,9;0;36,5;28,3;20,6;65,3;39;1,1;
1992-08-24;4;10;0;36,3;28,7;21,5;59,8;39;1,3;
1992-08-25;3;6,2;0;33,3;27,7;22,2;66;49;2,5;
1992-08-26;6;7,1;0;34,3;28,4;22,6;64;49;1,1;
1992-08-27;6;8,8;0;35,3;27,4;23;71,3;44;1,6;
1992-08-28;5;7,1;0;34,3;26,9;22,2;70,8;41;1,1;
1992-08-29;4;6;0;35,7;27,9;23;66,3;46;1,1;
1992-08-30;5;8,5;0;34,3;27,2;23;71;49;1,1;
1992-08-31;5;7,7;0;36,3;27;21,8;71,3;41;1,4;
1992-09-01;6;8,3;0;36,1;27,8;24;69,5;41;1,6;
1992-09-02;4;8,1;0;34;27;23,2;73,3;46;1,9;
1992-09-03;6;9,6;0;35,6;27;21,4;71;42;1,4;
1992-09-04;1;7,3;6,2;32,9;26,7;22,8;74;50;1,4;
1992-09-05;6;5,4;0;33,1;27,1;23;71;50;1,7;
1992-09-06;6;7,3;0;34,1;27,6;23;65,8;45;1,4;
1992-09-07;4,5;5,5;0;35,9;28,9;25;68;51;2,2;
1992-09-08;4;6,2;0;34,5;26,9;22,6;79,5;50;1,9;
1992-09-09;5;3,1;,4;32,9;26,4;23;81,8;52;1,7;
1992-09-10;4;4,1;3,4;33,1;25,8;22,2;85,8;55;1,7;
1992-09-11;4;10,4;18;33,3;26,8;22,6;75;49;1,4;
1992-09-12;5;9,5;0;34,3;27,1;23;77,3;52;2,5;
1992-09-13;5;8,9;0;32,9;27,4;23,2;68,3;50;1,6;
1992-09-14;4;8,3;0;36,4;27,2;21,6;71,3;36;1,6;
1992-09-15;5;10,2;0;35,6;28,5;23;64,3;46;1,4;
1992-09-16;7;7,1;0;36,4;29;23;66;41;1,4;
1992-09-17;7;8,3;0;35;28,8;24;63,8;41;1,1;
1992-09-18;4,5;8,2;0;35,7;28;23;67,5;45;1,4;
1992-09-19;4;6;0;33,3;26,6;22,5;68;45;1,4;
1992-09-20;5;3,4;0;33,3;28;23,5;72,3;66;1,4;
1992-09-21;7;4,5;0;32,9;27,2;22;70,8;50;1,4;
1992-09-22;5,5;6,8;0;32,9;27;22;70,3;52;1,4;
1992-09-23;4;7,8;0;34,6;28,3;23,5;66,8;48;1,6;
1992-09-24;4;10;0;36,7;28,8;23,8;66,5;40;1,1;
1992-09-25;5;7,8;0;35,9;28,4;24;66;40;1,6;
1992-09-26;5;4,1;0;34,6;28,2;25;67,5;37;1,4;
1992-09-27;5;4,1;3,5;32,2;27,9;25;67;54;1,1;
1992-09-28;4;6,1;0;34,3;27,7;23,7;69;48;1,6;
1992-09-29;5;5,6;0;34,3;27,9;24,5;68,3;49;1,3;
1992-09-30;5;5,4;0;34,3;28,2;23,8;66;48;2,3;
1992-10-01;4;9,8;0;34,6;28,5;23,3;61,5;45;1,1;
1992-10-02;5;7,5;4,4;35,5;28,5;23;59;42;1,6;
1992-10-03;4;2,7;0;35,3;28,1;23,9;63,8;42;1,4;
1992-10-04;7;7,3;0;36,3;28,7;22,4;60;38;1,6;
1992-10-05;5;5,8;0;33,6;27,8;23,5;67;44;1,4;
1992-10-06;4;8,2;0;35,3;28,1;24,6;70,3;41;2,5;
1992-10-07;5;7,8;14,4;34;27;22,4;77,8;48;1,1;
1992-10-08;3;9;0;35,5;28,1;23;63,8;42;2,2;
1992-10-09;3;8;,2;34,6;27,1;22,8;75,8;48;1,4;
1992-10-10;4;6,6;0;33,6;27,2;25;74,5;47;1,1;
1992-10-11;3;4,7;0;33,7;27,2;23;69,8;42;1,4;
1992-10-12;2;8,2;0;34,1;27,5;25;67,5;46;1,6;
1992-10-13;4;7,8;0;35,4;29,3;24;62,5;45;1,9;
1992-10-14;5;4,1;0;35,6;28,5;25;65,5;46;1,6;
1992-10-15;5;2;0;34,3;27,7;23;67,8;46;1,1;
1992-10-16;5;9,7;0;34,9;28;23,2;68,3;48;1,1;
1992-10-17;5;9,6;0;33,7;27,6;23,6;67,5;43;1,4;
1992-10-18;2;9,5;0;35,9;28,3;23,5;62;37;1,5;
1992-10-19;4;6,7;0;34,9;27,4;23,2;67,8;46;1,1;
1992-10-20;7;3,8;0;33,8;27,9;25;67,5;50;1,4;
1992-10-21;5;2,7;0;33,7;27,4;24,2;64,3;47;1,1;
1992-10-22;6;7,8;0;35,7;28,2;25;63,3;43;1,1;
1992-10-23;7;6,8;1,2;34,5;28,3;24,8;62,8;48;1,9;
1992-10-24;4;7,7;0;34,1;28,4;25,2;63,5;46;1,9;
1992-10-25;6;0;1;32,2;27,2;24,2;62,8;53;1,4;
1992-10-26;7;,6;0;36,3;28,4;25;66;44;1,4;
1992-10-27;4;1,7;0;33,2;27;23,5;72,5;49;1,9;
1992-10-28;3;3;0;31,7;27,5;25;67,3;56;1,1;
1992-10-29;4;7,6;0;33,7;27,7;24,6;68,3;59;1,2;
1992-10-30;2;2,8;0;34;28,1;25;64,8;54;1,7;
1992-10-31;4;1,7;0;32,6;26,9;24,2;69,5;52;1,7;
1992-11-01;4;1,8;0;35,1;28,6;24,5;63;44;1,4;
1992-11-02;4;3,2;0;33,7;27,7;24,6;64,8;50;1,1;
1992-11-03;4;4,6;0;34,8;28,2;25;67;48;1,3;
1992-11-04;5;4,9;0;35,3;28,3;25;66,3;42;1,1;
1992-11-05;3;0;5,2;32,1;27,8;25;66,8;60;2,8;
1992-11-06;4;,8;0;32;25,7;23;81;57;1,1;
1992-11-07;4;0;2,3;25,7;24,1;23;90;83;1,1;
1992-11-08;2;0;13,3;25,6;23;21,4;94,8;90;1,1;
1992-11-09;3;9,1;4,8;33,3;26,5;21,5;75,8;48;,9;
1992-11-10;4;10,7;0;34,5;29,4;24;56,3;45;,8;
1992-11-11;4;6,2;0;34,5;28,5;24,8;67,5;50;1,1;
1992-11-12;5;3,2;0;33,3;26,3;23;79,5;52;1,4;
1992-11-13;6;4,6;12;31,9;26,7;23,4;80,5;61;1,4;
1992-11-14;5;5,2;0;32,3;26,9;24,4;77,5;55;1,1;
1992-11-15;7;7,2;0;33,1;28,3;24,4;70;51;2,2;
1992-11-16;4;5,8;0;34,1;27,8;24,2;65,3;48;1,9;
1992-11-17;6;8,2;0;34,5;28,6;24,4;62;46;1,4;
1992-11-18;4;2,5;7;31,7;27,4;25;74,3;66;1,7;
1992-11-19;4;6,5;0;33,9;25,9;22,6;76,3;48;1,6;
1992-11-20;3;5,9;40,9;32,3;25,4;22;83,8;56;1,9;
1992-11-21;4;6,7;1;32,1;26,6;23,2;76;56;1,9;
1992-11-22;4;5,9;0;33,4;28,5;24;60;50;1,1;
1992-11-23;2;2,2;0;30,1;27,7;24,6;73,5;64;1,4;
1992-11-24;4;1,5;0;31,7;25,6;23;82;63;1,3;
1992-11-25;4;5,3;17,4;32,6;26,5;22,7;76,3;56;1,1;
1992-11-26;3;7,2;4,2;33,1;27,5;24,2;71,3;62;2,2;
1992-11-27;4;,6;1;31,8;27,7;25,2;69,5;57;1,6;
1992-11-28;3,5;8,2;6,5;32,9;28;23,6;69,8;51;1,9;
1992-11-29;3,5;,6;0;30,4;26,8;25,8;74,3;64;1,6;
1992-11-30;4;0;0;26,6;24,2;23,3;98;78;1,1;
1992-12-01;4;3,5;2,3;30,6;26,3;22;75,5;70;2,2;
1992-12-02;3;6,3;0;33,5;27,4;22,4;68,3;50;1,1;
1992-12-03;4;6,9;0;33,8;28,2;24,5;68,3;50;1,9;
1992-12-04;5;3;0;31,7;27,2;23,2;71,8;61;1,1;
1992-12-05;5;3,1;0;31,7;26,7;24;77,5;61;2,2;
1992-12-06;2;6;0;32,9;26,9;22,8;75;50;,5;
1992-12-07;3;4,4;0;32,7;27;24;75,5;64;1,4;
1992-12-08;5;4,3;0;33,7;27,4;24;75,3;60;1,9;
1992-12-09;3;1,3;0;31,5;27;25;71,8;59;1,6;
1992-12-10;4;5,7;0;33,9;28,8;25;61,8;49;1,4;
1992-12-11;5;3,4;0;33,6;27,1;24,4;77,5;56;2,2;
1992-12-12;5;3,3;1,7;35,7;28,3;24;65,5;43;1,6;
1992-12-13;3;7,9;0;34,5;28,9;25,2;64,3;52;1,9;
1992-12-14;4,5;,1;0;29,4;26,6;24,8;77,3;64;1,6;
1992-12-15;2,5;2,5;0;32,1;26,9;24;80,3;65;1,1;
1992-12-16;7;5,6;0;32,1;27;23;72,3;58;1,6;
1992-12-17;5;10,1;0;35,5;28,2;24;68,8;56;1,2;
1992-12-18;null;4,4;,3;34,6;29,1;24,8;66,8;57;1,6;
1992-12-19;4;9,3;0;34,7;28,8;24;64,5;60;1,1;
1992-12-20;7;7,7;0;34,9;28,8;24;68,5;60;1,6;
1992-12-21;6;5;,4;33,1;27,7;23,3;74,3;54;2,2;
1992-12-22;2,4;3,2;0;32,6;27,5;24,8;81,8;66;1,6;
1992-12-23;2,6;1,8;4,2;33,7;27,5;24,5;71,3;51;1,1;
1992-12-24;2;4,7;0;33,3;28;23,5;64,3;48;1,4;
1992-12-25;3;3,5;0;32,9;27,1;23;73,8;52;1,6;
1992-12-26;3;6,7;3,3;29,5;26,2;24,3;81,3;71;1,9;
1992-12-27;4;,1;3,5;29,7;26;21,4;80,8;70;1,1;
1992-12-28;3;,7;36,7;27,8;24,3;21,6;90;75;1,1;
1992-12-29;2;2,9;0;31,8;26;22,6;82,8;60;1,6;
1992-12-30;1;0;15;26,2;24,5;23;91,8;86;,5;
1992-12-31;1;6,5;12,4;31,3;26,1;22,6;77,3;62;1,1;
1993-01-01;3;,5;0;34,1;28,2;22,8;65,5;45;1,1;
1993-01-02;5;10,4;0;32,6;27,6;23,7;67,3;55;1,1;
1993-01-03;3;1,3;10,1;35,7;28,1;22,5;66,5;50;1,7;
1993-01-04;3,2;0;10,3;31,7;26,5;23;74,8;61;1,6;
1993-01-05;1;5,9;,8;32,7;26,8;23,4;73,3;60;1,6;
1993-01-06;1,2;6,9;0;31,6;26,5;23;75;61;1,3;
1993-01-07;2,3;1,9;0;31,3;26,8;23,5;74,3;61;,8;
1993-01-08;2,8;,3;,5;30,9;26;23,6;77,3;61;1,1;
1993-01-09;1,7;,6;1,7;28,6;25,6;23;79,3;70;1,4;
1993-01-10;1,5;3,3;,3;29,9;25,9;22,2;78,5;66;1,9;
1993-01-11;1;3,3;0;31,3;26;22,2;79,8;61;,5;
1993-01-12;null;5,9;3,3;31,6;26,6;23,4;81,3;71;,5;
